# time identity distance inter intra
0 1 128.309628 116.373093 14.791648
1 1 123.742860 109.254478 15.441410
2 1 127.497951 110.743652 16.445049
3 1 127.890062 96.669844 13.104023
4 1 128.114112 114.037083 12.753729
5 1 132.799442 112.277428 17.588021
6 1 135.313707 115.611014 17.718902
7 1 131.395882 112.309037 16.000484
8 1 135.794347 102.007500 19.740891
9 1 137.935740 101.965181 23.932142
10 1 132.165978 135.649455 23.016349
11 1 137.467548 102.100991 14.656890
12 1 136.893215 110.059280 15.350156
13 1 129.524571 121.440510 14.303207
14 1 128.015271 120.565315 14.569961
15 1 128.961528 126.973461 14.323213
16 1 126.999599 119.407232 20.625048
17 1 125.824441 131.987718 23.599370
18 1 123.239830 126.806576 28.362650
19 1 125.540118 117.998968 17.170865
20 1 128.385760 127.167620 16.810670
21 1 130.477563 111.119900 22.288498
22 1 135.696050 88.789454 24.031143
23 1 131.292531 97.415969 21.683976
24 1 133.931019 83.021532 20.850684
25 1 130.895554 100.176805 17.496123
26 1 125.071304 84.165035 20.761561
27 1 126.136169 93.877521 20.879003
28 1 122.103785 113.770271 24.802008
29 1 125.603283 105.549646 23.261126
30 1 129.279270 95.836471 27.254412
31 1 135.481549 80.773534 26.594180
32 1 141.222338 62.762646 27.466314
33 1 139.369031 86.683044 21.722711
34 1 134.887358 84.212355 18.711802
35 1 129.653947 88.311730 28.047666
36 1 134.528792 89.567486 28.139375
37 1 129.391103 83.702079 23.702409
38 1 123.748775 96.168096 30.265741
39 1 129.170847 79.247102 27.329733
40 1 123.386485 98.495524 30.115685
41 1 125.362062 113.820182 32.509515
42 1 128.389735 104.884042 28.011119
43 1 126.452086 96.510060 29.796646
44 1 123.495568 108.594098 27.907755
45 1 126.388354 95.280986 31.069987
46 1 127.468934 87.177275 33.416063
47 1 133.985212 68.174961 18.901335
48 1 140.248929 69.613694 20.850216
49 1 143.356876 62.876137 24.702786
50 1 153.485140 67.587066 19.375722
51 1 154.695757 68.886472 17.950088
52 1 147.109802 72.498320 16.137569
53 1 142.369559 85.586768 17.116342
54 1 146.055214 74.251982 14.562205
55 1 135.393294 90.409080 10.212693
56 1 136.590498 85.363787 9.477527
57 1 133.710245 100.160574 9.617738
58 1 135.585886 94.127741 6.417391
59 1 146.675200 82.416765 6.530710
60 1 130.460501 102.287176 6.757809
61 1 124.755196 117.467558 7.444767
62 1 132.474115 112.908482 10.186512
63 1 131.075382 99.313885 8.396601
64 1 131.342192 99.176946 7.916716
65 1 132.912955 107.868849 8.558489
66 1 139.977387 107.427606 9.653236
67 1 148.080868 74.824121 7.407124
68 1 135.599167 107.149182 10.252031
69 1 132.888107 109.278877 8.302883
70 1 133.675214 116.036855 9.046395
71 1 127.515987 113.905886 11.809737
72 1 130.939730 102.858697 11.802387
73 1 122.733541 101.744325 9.505451
74 1 119.377932 106.614039 8.614637
75 1 122.942053 115.955730 8.471424
76 1 128.355969 114.587914 10.528626
77 1 139.276253 82.226161 8.784714
78 1 134.490297 109.617804 9.668236
79 1 128.826719 97.000539 9.334425
80 1 132.434845 95.526748 8.103823
81 1 119.614161 120.919162 5.594312
82 1 121.987927 117.463956 8.518285
83 1 124.737167 106.220885 6.813634
84 1 120.746931 118.298405 8.775659
85 1 120.623279 125.640247 10.821793
86 1 115.816520 127.035299 11.531922
87 1 117.006529 140.726488 11.089326
88 1 112.458673 136.572939 10.647827
89 1 109.718691 143.146579 8.546080
90 1 109.245815 137.874838 8.047317
91 1 116.262079 141.697635 12.922281
92 1 115.552535 143.591609 11.136060
93 1 117.326084 135.249509 12.645002
94 1 114.978582 129.328100 11.913100
95 1 119.423770 121.472193 10.347154
96 1 121.141037 122.545278 6.388670
97 1 118.317539 130.659610 8.689503
98 1 123.027241 137.870537 9.366418
99 1 118.166809 145.539012 12.338469
100 1 118.278137 148.181066 11.320853
101 1 116.511374 139.031751 10.467693
102 1 116.731077 133.054066 9.366977
103 1 114.994380 144.215699 10.259182
104 1 116.843575 150.326735 9.905860
105 1 116.855325 134.344492 8.268431
106 1 117.936381 126.542149 8.434280
107 1 124.654460 118.346605 10.442558
108 1 120.553976 136.843720 11.661406
109 1 118.362289 143.439326 13.053415
110 1 123.163370 143.031486 10.790854
111 1 124.782166 133.251426 17.034453
112 1 120.741173 125.538838 16.675186
113 1 123.053969 119.015002 17.229772
114 1 121.292875 110.663481 15.858897
115 1 123.830235 122.541036 17.897239
116 1 127.435131 111.725007 23.489794
117 1 138.107604 119.405328 20.150511
118 1 130.708199 114.176306 19.861631
119 1 126.577033 124.818343 21.236393
120 1 126.112008 112.007559 20.069783
121 1 129.208423 116.660211 14.095701
122 1 130.121196 112.870546 11.468817
123 1 127.717091 127.422384 17.670439
124 1 129.529127 129.287986 18.684701
125 1 119.050036 126.849704 15.186320
126 1 122.090954 131.058972 11.531344
127 1 115.748347 142.853324 11.427746
128 1 113.512689 130.792298 12.229975
129 1 110.183536 143.329397 12.773018
130 1 111.558802 140.511073 9.789695
131 1 114.756954 137.565338 11.826982
132 1 119.580973 143.241537 12.865570
133 1 114.111120 144.035987 13.010428
134 1 115.702571 140.213215 14.178922
135 1 113.437747 145.403720 12.170352
136 1 109.435054 151.272045 14.588115
137 1 116.118017 151.986104 15.491323
138 1 113.885787 144.781850 17.474003
139 1 124.217019 135.801088 14.314153
140 1 124.138083 141.505048 17.674242
141 1 124.394300 148.994966 18.169662
142 1 127.511152 150.848834 18.540983
143 1 136.351551 114.156983 16.318555
144 1 136.883406 94.134544 16.164998
145 1 131.574013 123.721923 19.943787
146 1 129.712888 134.689148 19.874378
147 1 126.962785 154.326126 19.759353
148 1 127.874488 140.452692 16.631075
149 1 127.164376 128.073250 16.058405
150 1 122.162612 143.338322 16.210130
151 1 120.021492 143.915312 21.077590
152 1 115.020003 136.289156 16.706393
153 1 116.484078 136.679026 15.866672
154 1 116.523140 142.656804 16.568916
155 1 120.878143 133.093084 14.837034
156 1 114.851641 128.745630 15.714377
157 1 112.994040 138.417786 16.695804
158 1 108.657747 139.608511 16.115656
159 1 109.950665 133.005316 18.251514
160 1 117.825760 124.591092 17.059167
161 1 116.968388 142.749468 18.499691
162 1 115.312490 145.840751 20.923670
163 1 115.747343 121.743300 18.216977
164 1 113.652926 126.094308 21.674235
165 1 122.889001 137.666734 22.104154
166 1 123.292494 142.972081 24.700014
167 1 118.411936 133.703937 19.109152
168 1 115.238401 130.257696 19.129071
169 1 111.257596 142.452953 15.507148
170 1 114.259516 131.224739 14.923455
171 1 116.701456 140.408889 20.695172
172 1 116.149440 140.203258 19.990026
173 1 117.721618 142.046614 22.677903
174 1 114.396631 144.287021 17.907429
175 1 116.334900 148.432874 16.536807
176 1 118.399349 137.269449 16.501148
177 1 115.167265 142.837863 20.575233
178 1 133.773870 121.099416 18.646826
179 1 133.499053 126.593412 16.552779
180 1 130.599350 131.177287 15.540623
181 1 142.232197 118.865653 14.495033
182 1 144.127778 117.662399 19.058996
183 1 141.649892 106.695367 14.657817
184 1 132.840951 128.282100 15.501294
185 1 135.679465 117.091737 12.451666
186 1 136.237195 106.366015 13.119982
187 1 135.996738 115.772347 17.629181
188 1 129.885199 121.377675 15.390291
189 1 136.187961 136.125396 19.357678
190 1 144.767765 113.013347 20.968796
191 1 142.323799 135.558399 29.293105
192 1 144.313172 112.179805 24.462147
193 1 146.083540 109.134424 29.254136
194 1 147.934102 121.796109 34.905356
195 1 150.361183 102.835282 25.226236
196 1 159.985187 88.045347 16.815914
197 1 151.475572 96.843950 22.665878
198 1 150.138800 95.171366 26.977347
199 1 155.755358 82.880548 23.033034
200 1 151.789795 97.673846 17.157761
201 1 145.880904 103.496191 22.790114
202 1 137.778944 105.095487 22.334208
203 1 130.373043 125.223657 19.793408
204 1 135.483530 105.528741 15.790925
205 1 142.503807 93.102183 10.921466
206 1 150.886483 85.142925 14.619192
207 1 148.751005 96.274851 13.679497
208 1 147.483044 97.044428 23.243684
209 1 146.238702 108.021627 16.680714
210 1 143.555991 102.636181 17.009980
211 1 141.688151 98.818902 15.628627
212 1 141.381073 98.651992 21.712659
213 1 142.187757 109.991751 24.971082
214 1 143.813586 101.551939 27.937967
215 1 149.603505 81.446096 21.071947
216 1 156.714419 71.033782 19.180012
217 1 149.476089 81.700209 16.992055
218 1 148.855224 86.552586 15.000526
219 1 136.084854 108.006278 19.954963
220 1 142.982623 98.888018 20.000301
221 1 150.018228 81.187715 16.465410
222 1 153.894740 72.109061 14.212678
223 1 151.465887 70.455772 19.729685
224 1 146.467610 84.061569 19.057193
225 1 143.446670 101.884652 28.107292
226 1 137.582122 109.190069 24.212091
227 1 136.424723 102.274323 20.320918
228 1 140.777403 93.885559 16.179321
229 1 144.080262 75.546450 17.492891
230 1 144.531986 70.039204 22.872617
231 1 147.172779 74.163560 25.283165
232 1 157.236810 74.439328 19.738159
233 1 158.793238 73.414842 26.520391
234 1 167.119584 59.388009 30.951942
235 1 169.357605 48.411085 29.196102
236 1 162.606140 61.096643 24.514965
237 1 179.153290 44.226526 22.621594
238 1 174.005945 58.072278 22.582149
239 1 174.839505 69.309645 23.789120
240 1 175.101188 69.385631 18.704505
241 1 165.093030 78.017572 16.054041
242 1 164.418750 69.843265 16.715324
243 1 159.820418 69.195440 17.417947
244 1 159.567916 60.470631 21.888536
245 1 150.665397 79.495218 24.509877
246 1 144.638054 99.371625 28.173550
247 1 147.462057 82.403545 28.168103
248 1 153.944144 63.306759 29.099720
249 1 149.108441 84.931380 19.559397
250 1 153.021663 74.305527 38.795235
251 1 146.603763 96.199035 23.732281
252 1 144.412569 98.642961 31.442683
253 1 143.596855 105.873119 32.692002
254 1 137.057980 109.568776 33.875891
255 1 127.774464 121.668496 25.804640
256 1 127.907462 127.587636 26.944168
257 1 127.395177 125.846364 22.194484
258 1 131.716249 108.740904 22.006960
259 1 128.983101 116.545466 12.828055
260 1 130.003177 115.419542 11.334025
261 1 134.255237 114.904484 14.967762
262 1 128.369480 135.463681 23.600020
263 1 122.997266 131.541110 22.021034
264 1 133.215573 119.639359 18.612478
265 1 126.749393 117.459499 13.732091
