# time identity distance inter intra
0 1 135.269375 97.612620 18.268831
1 1 127.727881 115.749238 20.683062
2 1 126.276454 112.001950 17.035419
3 1 126.721757 107.327033 25.594725
4 1 126.246094 116.827278 14.709791
5 1 126.222553 116.137167 17.894282
6 1 128.899778 115.987632 15.773361
7 1 127.615593 106.291411 15.804125
8 1 125.958906 104.532077 16.175524
9 1 120.537570 120.189981 21.979564
10 1 124.899847 126.326859 21.354639
11 1 126.919574 103.423685 20.375606
12 1 127.859869 86.300133 18.049475
13 1 127.529875 87.433999 12.673545
14 1 123.780788 114.907464 17.804714
15 1 122.139317 103.217464 13.058454
16 1 123.807387 103.121904 25.977890
17 1 119.779966 110.626649 20.586544
18 1 113.469840 114.183178 20.193730
19 1 117.328899 110.955458 21.800525
20 1 113.125533 117.014634 18.056863
21 1 109.525274 124.903797 17.247777
22 1 106.234093 128.056874 21.489613
23 1 100.648205 129.490977 18.533528
24 1 103.145072 119.470813 18.458959
25 1 99.704754 117.262673 15.685231
26 1 98.303043 132.721739 16.269322
27 1 98.081306 139.235102 13.842120
28 1 93.610988 142.546308 14.772905
29 1 99.221141 130.034108 19.681803
30 1 92.769293 128.684025 16.604156
31 1 92.685970 132.892266 12.637243
32 1 92.126294 142.133342 12.827916
33 1 89.682477 130.183782 12.770812
34 1 83.947655 141.738921 14.366954
35 1 84.784958 139.261238 14.374010
36 1 83.978455 140.404554 13.378441
37 1 86.392353 140.719072 13.385271
38 1 81.153322 145.145936 12.124353
39 1 76.010554 157.738004 16.474963
40 1 82.620565 145.583555 15.595128
41 1 81.596576 148.130755 18.769604
42 1 75.482366 151.836723 19.060479
43 1 72.729538 160.372197 16.916107
44 1 77.134384 155.940677 17.733528
45 1 79.143079 177.218224 17.855693
46 1 82.206484 150.630251 18.345543
47 1 79.576692 148.666386 15.821594
48 1 82.174440 145.383072 15.704490
49 1 79.658621 155.961939 19.249783
50 1 80.569292 154.541853 16.498348
51 1 78.498896 137.868785 12.733171
52 1 82.741587 132.890818 11.806902
53 1 73.582221 146.957314 13.813482
54 1 78.295138 136.542874 10.937417
55 1 74.723927 126.478930 14.416585
56 1 72.591492 126.194517 16.062485
57 1 73.767463 117.567984 21.413066
58 1 72.674734 143.053117 23.227376
59 1 65.857544 158.481579 18.697640
60 1 73.858160 151.777181 21.008523
61 1 67.696266 170.869196 16.727763
62 1 73.641221 159.566009 18.427674
63 1 75.662588 150.625529 19.350039
64 1 80.196524 134.220471 14.912196
65 1 79.069224 115.615950 17.057021
66 1 76.320785 121.376136 16.991901
67 1 68.973112 137.120544 18.215453
68 1 68.221513 147.456589 17.272251
69 1 73.025705 136.557287 17.992702
70 1 64.745473 157.230228 23.184321
71 1 57.660569 159.299593 24.678026
72 1 52.092745 168.855738 23.045810
73 1 45.367803 161.766362 19.502332
74 1 44.417003 168.152151 18.664929
75 1 51.709408 159.041732 21.432320
76 1 45.680161 171.860722 21.144816
77 1 53.867908 157.800670 26.872562
