# time identity distance inter intra
0 1 116.269607 126.587166 14.540245
1 1 110.486426 121.961986 13.306135
2 1 100.708299 140.398434 15.271261
3 1 106.107698 116.238088 13.386137
4 1 104.509373 120.866795 10.900773
5 1 105.021437 125.421958 10.051886
6 1 101.329635 130.382595 7.518106
7 1 93.305289 149.495508 12.354796
8 1 92.743560 153.211441 13.907200
9 1 87.350043 138.116646 13.798943
10 1 84.282782 152.981266 13.396927
11 1 80.911360 158.601521 20.422307
12 1 79.739631 156.653359 23.242555
13 1 86.206174 146.166637 22.185975
14 1 85.337276 140.788525 19.815125
15 1 92.120096 143.715118 26.806705
16 1 85.487939 129.548177 23.755457
17 1 92.922656 130.086653 29.805474
18 1 96.575146 127.696844 30.287451
19 1 100.255327 135.002374 28.275373
20 1 105.188425 116.850500 28.557336
21 1 99.526296 114.230733 25.090587
22 1 107.810506 105.570596 29.168436
23 1 105.105552 109.438229 26.573954
24 1 109.075201 100.956454 30.128213
25 1 112.271670 88.227284 31.244487
26 1 110.080198 83.693514 29.595668
27 1 98.452121 103.538972 32.222373
28 1 94.945288 111.045024 25.566936
29 1 100.522314 107.576003 20.140948
30 1 109.827538 96.100326 27.264649
31 1 117.543566 71.573592 33.778251
32 1 119.436802 89.269622 24.356381
33 1 115.063526 91.314072 29.288678
34 1 113.649879 96.449632 27.801197
35 1 104.304817 130.988751 39.649097
36 1 107.313511 110.602912 30.721002
37 1 106.467264 127.825021 34.999925
38 1 103.295415 135.626256 31.125616
39 1 107.715425 124.532336 34.887138
40 1 108.739306 108.557571 30.667501
41 1 114.852470 96.642835 23.798753
42 1 113.120395 87.569754 27.679955
43 1 113.017209 83.184922 24.273922
44 1 111.571424 88.735872 29.295679
45 1 106.407892 103.417055 31.230290
46 1 111.973961 109.292564 25.582633
47 1 106.385605 109.919831 27.192630
48 1 109.433969 95.507300 24.187638
49 1 109.758340 84.395788 30.194019
50 1 109.612758 93.902863 30.865983
51 1 122.265782 65.846450 28.617636
52 1 126.698875 56.311624 27.883259
53 1 119.308069 53.326542 32.165493
54 1 120.409878 76.698801 30.640101
55 1 110.197055 119.572070 31.830440
56 1 108.461360 99.838502 31.066941
57 1 103.104229 120.595328 34.335832
58 1 106.698803 126.412351 32.989356
59 1 100.016179 133.961964 35.489777
60 1 91.756784 121.773401 34.653515
61 1 89.791288 144.980709 34.494513
62 1 87.438354 131.653409 33.033500
63 1 86.313808 141.947320 30.346012
64 1 92.580588 132.882672 31.468223
