# time identity distance inter intra
0 1 92.452755 154.140766 23.993456
1 1 85.837363 153.312001 25.357340
2 1 88.243932 148.985574 25.743464
3 1 91.265745 142.341874 24.062526
4 1 92.158069 130.196667 30.134162
5 1 88.822953 143.973157 29.812006
6 1 89.996954 139.575578 28.424139
7 1 101.680407 126.887965 38.646319
8 1 103.518112 150.077786 39.019143
9 1 109.336443 133.327517 41.536880
10 1 104.002236 138.133698 42.214272
11 1 98.963695 134.332865 34.161196
12 1 99.834852 142.781431 35.173115
13 1 104.788054 146.575540 32.887472
14 1 103.739126 136.775496 26.178595
15 1 103.300152 142.653901 33.077279
16 1 107.959388 135.656399 34.046079
17 1 110.463076 122.526569 30.685185
18 1 115.322240 109.456296 22.917521
19 1 112.273856 125.502589 34.202139
20 1 108.024960 129.926913 26.514536
21 1 108.946382 124.914256 13.294169
22 1 105.658321 138.991438 26.090107
23 1 106.127342 130.257860 34.700432
24 1 106.402036 127.116879 36.700571
25 1 117.016629 124.908879 38.995534
26 1 116.203581 123.903289 33.196205
27 1 109.384836 137.108208 29.579808
28 1 107.493322 133.023819 33.801177
29 1 116.851221 111.470824 26.690437
30 1 120.664520 119.967392 30.928077
31 1 120.608405 117.535966 22.035319
32 1 112.002785 130.797525 25.267547
33 1 113.324227 122.726183 24.424825
34 1 114.261570 115.831411 19.737221
35 1 124.841570 100.234672 16.898839
36 1 123.037264 93.008336 16.296550
37 1 124.809384 83.866522 11.059868
38 1 126.996354 78.086685 17.786242
39 1 127.678381 95.454273 18.354823
40 1 128.342158 93.863388 17.392268
41 1 122.149745 99.415143 14.152503
42 1 122.373168 92.671606 13.609163
43 1 129.116676 87.620441 14.493654
44 1 123.547868 90.862393 14.499220
45 1 125.290959 98.025532 16.619938
46 1 131.932161 83.335855 17.382464
47 1 131.584116 77.612726 17.138695
48 1 133.338014 75.457069 17.367903
49 1 132.313174 80.268340 13.367556
50 1 125.810920 90.085648 16.465700
51 1 128.502484 79.780252 12.928789
52 1 132.523177 87.066496 18.400015
53 1 132.248270 78.156027 19.674568
54 1 122.298914 84.951318 16.368076
55 1 113.060603 88.816790 13.766948
56 1 117.989574 96.020479 18.046297
57 1 119.404676 89.892332 21.442487
58 1 124.101432 77.221983 13.549928
59 1 127.639836 77.696518 15.671410
60 1 111.864304 112.312039 15.788779
61 1 115.230460 98.963023 15.792408
62 1 111.414028 118.866693 16.542486
63 1 121.362108 111.845294 13.895702
64 1 120.891511 103.839265 14.491076
65 1 117.691533 114.318908 18.243090
66 1 115.125663 102.453362 18.804038
67 1 119.807087 97.784290 13.141884
68 1 118.754159 101.585013 16.292100
69 1 114.795404 119.138474 21.839488
70 1 116.372814 131.995690 19.956898
71 1 116.704735 131.665958 21.524213
72 1 116.683589 132.338862 15.760273
73 1 113.017805 110.833138 14.480621
74 1 118.612567 106.034444 16.102701
75 1 116.965502 103.186515 15.949471
76 1 117.263693 89.150315 12.981512
77 1 114.859934 104.171755 11.916345
78 1 111.823633 107.945868 11.324904
79 1 117.013792 95.950061 12.827266
