# time identity distance inter intra
0 1 115.022621 74.848099 11.662665
1 1 117.487474 73.408671 13.466540
2 1 114.150565 93.026789 13.920018
3 1 105.821950 97.973561 12.964170
4 1 105.813986 104.010750 12.575833
5 1 101.736758 125.003629 20.318827
6 1 108.708869 120.359593 13.381952
7 1 108.887209 122.476140 17.289093
8 1 110.085675 107.309629 22.809944
9 1 119.376047 76.086129 11.450599
10 1 123.614192 66.800714 19.489510
11 1 114.388126 108.369325 22.109423
12 1 109.701465 123.779228 15.005818
13 1 107.754994 98.906695 22.793347
14 1 96.442577 97.407905 20.529348
15 1 107.850969 102.183099 11.813579
16 1 110.779739 87.781255 16.754738
17 1 109.296425 94.164421 17.518063
18 1 111.191329 103.547528 25.334595
19 1 112.686807 90.995518 25.892979
20 1 112.370629 90.311631 26.636862
21 1 107.533266 94.779882 23.420163
22 1 110.412035 91.171598 23.673664
23 1 115.126649 77.681875 22.837477
24 1 117.028993 71.339548 28.588690
25 1 115.506429 92.898878 25.341675
26 1 110.014590 88.046077 27.916207
27 1 122.277995 61.345116 26.878099
28 1 136.702210 46.690779 17.374470
29 1 143.152493 47.224217 20.064396
30 1 139.603429 52.859990 26.579338
31 1 131.621255 75.866999 29.467873
32 1 135.425935 70.065239 16.495171
33 1 135.310207 65.552418 17.710904
34 1 135.924683 51.251611 20.356966
35 1 123.537198 69.288444 13.003000
36 1 124.470084 81.217067 18.515880
37 1 127.879304 59.449597 23.614253
38 1 138.128191 45.134011 15.275245
39 1 141.443103 46.463266 18.100829
40 1 135.539973 66.197615 34.357560
41 1 134.874902 72.336080 35.882241
42 1 133.625779 76.599878 27.813486
43 1 139.830488 61.741270 34.500931
44 1 140.073934 74.489340 23.180193
45 1 140.320126 71.659947 41.128964
46 1 147.312220 50.021912 22.497958
47 1 133.904850 71.239020 28.454041
48 1 123.354861 88.898893 27.337326
49 1 131.699200 65.068398 13.568308
50 1 135.295730 65.347193 16.830192
51 1 127.126699 84.970819 29.532221
52 1 141.611048 61.688560 22.874664
53 1 139.779563 48.237513 32.304962
54 1 143.662756 61.117128 38.782359
55 1 136.132868 66.507523 26.634675
56 1 136.419143 53.953706 22.989126
57 1 141.304009 48.129836 25.167645
58 1 137.388249 60.017391 22.347608
59 1 143.229341 52.135332 24.679401
60 1 152.564027 23.864633 28.806566
61 1 146.339361 32.952393 28.456493
62 1 147.526288 39.642219 26.072599
63 1 145.528433 53.083054 23.516985
64 1 155.195369 38.786484 18.196171
65 1 163.397901 24.758072 20.571422
66 1 159.087629 20.618326 20.737412
67 1 156.729815 23.355388 19.493159
68 1 161.190837 17.139199 18.093609
69 0 172.095775 7.145657 19.449401
70 1 175.102964 11.584068 13.558119
71 1 155.698593 38.416632 19.220814
72 1 143.981839 48.143320 20.175427
73 1 140.971538 66.413462 15.790195
74 1 134.257025 77.202278 13.446855
75 1 134.363133 85.518248 12.151227
76 1 136.695993 79.046696 9.530742
77 1 130.714159 92.094393 7.878926
78 1 133.974903 85.260434 11.151076
79 1 128.155792 101.698148 8.763797
80 1 128.293985 104.545863 12.013750
81 1 140.074135 76.259648 11.843222
82 1 145.240960 74.315923 13.847121
83 1 147.550283 60.369283 21.106743
84 1 148.556375 71.945262 24.646771
85 1 155.236968 50.535153 20.585566
86 1 150.467964 64.671917 23.975159
87 1 146.429032 88.172611 23.929149
88 1 145.727214 84.641116 16.025632
89 1 150.068718 62.264889 16.177998
90 1 145.911456 72.788274 13.973709
91 1 155.388104 66.906486 18.843384
92 1 154.834025 72.520607 18.184010
93 1 163.313449 70.304282 15.891944
94 1 166.191175 59.326124 16.998937
95 1 165.169678 55.938975 9.508578
96 1 165.790833 51.544869 17.555925
97 1 173.868202 49.152986 18.716349
98 1 182.497894 45.758785 13.182076
99 1 190.488414 33.100381 14.176446
100 1 184.153575 37.788954 15.370523
101 1 191.488232 31.023435 18.236364
102 1 191.898816 28.317945 18.816878
103 1 197.442568 20.976508 14.529236
104 0 201.804730 22.354991 12.079718
105 1 194.161421 26.760733 10.737540
106 1 186.623666 34.631060 18.054783
107 1 181.512792 23.061619 16.749947
108 1 178.316887 27.635791 16.793944
109 1 175.478788 33.578908 15.923211
110 1 179.624943 30.703456 15.756120
111 1 181.537172 30.354406 22.402889
112 1 188.303212 15.343261 15.839536
113 1 186.864197 24.991290 15.978307
114 1 187.797594 35.668239 14.722472
115 1 195.273177 26.465916 15.358610
116 1 192.492507 19.342871 20.835615
117 1 188.516280 36.242062 17.103711
118 1 196.213584 24.727610 16.174112
119 1 186.536255 35.560081 18.029025
120 1 198.628608 18.036398 19.839521
121 1 198.460108 18.899554 19.860548
122 1 190.063517 28.169906 19.125631
123 1 192.821288 26.298242 22.687628
124 1 180.985675 29.772038 22.203000
125 1 189.673613 25.815296 13.272289
126 1 186.196199 35.687809 24.335917
127 1 183.724475 40.597105 18.649380
128 1 185.238940 41.007616 23.819334
129 1 184.800986 41.250697 21.204634
130 1 174.336693 48.313598 20.570842
131 1 175.525228 43.537738 27.768760
132 1 175.672986 46.691475 19.077767
133 1 177.040098 43.369251 24.215227
134 1 172.589622 48.969443 27.095942
135 1 179.012327 41.311052 16.557286
136 1 180.272068 40.608296 15.716594
137 1 174.033322 51.158010 15.826640
138 1 170.403876 54.077969 14.260390
139 1 167.602062 56.306103 18.189665
140 1 165.751594 57.982678 16.505679
141 1 156.357258 98.002000 18.879809
142 1 162.703199 87.563024 17.350969
143 1 165.025551 83.904130 23.817208
144 1 163.982232 73.795844 17.163450
145 1 156.967672 77.539657 18.029622
146 1 152.669534 105.290275 23.570537
147 1 150.435032 103.701506 19.283059
148 1 144.851557 100.044824 16.881658
