# time identity distance inter intra
0 1 135.948517 122.769745 18.828684
1 1 141.770898 111.252769 17.961440
2 1 143.715846 110.650808 19.352502
3 1 142.202051 101.426561 20.940091
4 1 137.373089 121.256713 23.446868
5 1 138.184247 115.797821 24.729266
6 1 137.568166 119.245879 19.503879
7 1 133.224113 117.985836 23.910673
8 1 139.557939 100.226758 23.297053
9 1 144.362159 86.465471 18.516437
10 1 135.326168 110.973545 20.208477
11 1 135.001831 120.382378 20.402794
12 1 136.859601 107.140666 18.964272
13 1 138.681172 94.662328 19.993147
14 1 132.089601 100.288237 13.122115
15 1 138.356160 89.052373 16.967607
16 1 142.562704 86.023901 22.023756
17 1 153.696761 85.859000 22.016495
18 1 161.812935 78.811221 23.803085
19 1 153.309779 86.853161 26.627239
20 1 158.525091 57.711451 25.775723
21 1 144.366538 80.727638 26.769882
22 1 147.587732 77.855522 21.714687
23 1 151.398138 55.338038 25.399202
24 1 140.903751 74.786400 23.123128
25 1 145.069776 58.678070 22.624451
26 1 143.534721 58.665023 23.274813
27 1 131.511191 73.212326 26.668816
28 1 132.869394 74.052245 19.834402
29 1 131.383794 96.833528 18.839672
30 1 126.892480 97.932336 18.454875
31 1 128.395386 95.534374 18.866855
32 1 127.354967 102.459119 16.545150
33 1 126.783458 115.640540 18.787694
34 1 126.893620 117.958356 19.844184
35 1 129.194644 111.352099 13.875005
36 1 132.881439 118.578158 13.199025
37 1 126.736661 120.427745 13.004158
38 1 129.410586 113.692154 8.752456
39 1 128.419697 123.801487 11.752518
40 1 128.639865 121.616161 16.532113
41 1 132.420406 108.828278 12.295395
42 1 140.715085 107.142089 11.410062
43 1 134.994889 124.062316 13.312519
44 1 139.954737 112.279876 10.781669
45 1 138.586014 108.353410 10.636222
46 1 139.069139 128.185338 13.693716
47 1 137.476972 122.054820 14.246385
48 1 136.694080 104.160126 11.850529
49 1 141.666461 109.417338 14.330897
50 1 136.093959 118.291163 18.341478
51 1 140.780234 126.528582 16.351922
52 1 139.827334 127.582725 17.347853
53 1 140.538212 121.872298 15.274721
54 1 138.363283 118.722798 14.059093
