# time identity distance inter intra
0 1 139.987815 66.843490 38.565006
1 1 135.914975 65.825785 33.648160
2 1 139.941669 49.627518 30.567587
3 1 143.694606 46.555352 37.360238
4 1 148.526896 35.387866 28.600869
5 1 161.772847 30.763834 30.801353
6 1 162.354970 23.447673 33.410320
7 1 162.585050 18.126453 31.198670
8 1 148.629539 41.947395 27.866663
9 1 156.187223 23.334832 31.434996
10 1 160.759797 18.595977 24.215443
11 1 157.701684 14.767427 28.428109
12 1 164.687901 17.981980 25.559901
13 1 159.417312 21.676376 21.919505
14 1 152.502243 23.856297 21.079589
15 1 148.106285 31.791149 21.496635
16 1 141.048016 51.515804 13.529457
17 1 139.137451 53.250480 29.752639
18 1 152.755972 28.951660 35.689619
19 1 157.276845 19.777759 29.041873
20 1 157.125494 21.327541 35.222305
21 1 151.965543 34.803699 28.270393
22 1 140.376404 59.921660 24.309112
23 1 138.622805 44.544301 36.024501
24 1 144.462496 45.087368 27.771866
25 1 146.153561 56.091800 36.453888
26 1 150.090774 52.653789 30.894898
27 1 151.522333 50.920382 35.041144
28 1 155.435474 51.583011 23.925988
29 1 151.747939 67.250284 21.666733
30 1 153.927228 63.270958 16.794351
31 1 160.511906 46.242944 23.133582
32 1 160.864812 38.290391 11.090710
33 1 154.265224 39.190191 10.941617
34 1 149.057948 47.811379 13.976043
35 1 155.094562 56.749510 22.591552
36 1 154.189653 57.770241 32.801585
37 1 166.950164 34.465337 18.146250
38 1 167.810349 38.188693 12.985369
39 1 167.859603 35.320500 18.034648
40 1 163.197844 40.685908 19.594187
41 1 149.156509 81.985722 23.119941
42 1 146.299780 90.391002 17.894966
43 1 139.307627 103.194703 25.423463
44 1 139.130465 100.403980 18.651566
45 1 147.264300 83.861204 17.642644
46 1 146.258769 83.140318 11.149892
47 1 162.567420 55.877496 7.999825
48 1 158.002012 54.791187 20.521887
49 1 153.034884 68.357901 22.065888
50 1 140.425589 73.197963 24.501689
51 1 139.005235 98.281917 24.583246
52 1 136.383545 97.717882 24.815884
53 1 132.463387 97.480408 34.888927
54 1 137.048305 87.437616 29.647385
55 1 134.094311 103.752698 31.595252
56 1 134.718198 98.904062 19.495962
57 1 141.336496 84.473797 14.236910
58 1 137.978076 102.063425 14.296754
59 1 143.422318 81.420896 17.717561
60 1 138.067561 89.416689 21.456764
61 1 136.621530 108.324432 25.920518
62 1 134.136586 104.196464 21.587254
63 1 134.521162 69.847569 22.720809
64 1 133.532683 74.641851 29.238049
65 1 137.960992 71.045612 23.077490
66 1 141.660042 71.627001 23.295720
67 1 155.181101 43.171049 15.949766
68 1 154.294936 51.822627 15.930960
69 1 147.876943 65.211393 14.768882
70 1 148.551525 76.621227 19.375391
71 1 153.179499 72.991341 29.834264
72 1 149.238604 80.682900 18.373163
73 1 163.383189 59.313419 20.170869
74 1 170.788026 62.603789 21.309807
75 1 168.292094 72.496156 19.639998
76 1 168.983382 59.886461 18.273921
77 1 167.266223 68.213719 22.500181
78 1 158.916993 75.308326 19.255220
79 1 165.918167 67.233384 18.456222
80 1 157.695934 75.200255 20.374081
81 1 150.581719 83.116636 18.956773
82 1 152.480989 70.645375 17.104699
83 1 144.545968 78.146082 23.612639
84 1 142.094239 83.890695 22.818243
85 1 142.550715 75.123450 20.293921
86 1 151.528633 68.262289 19.535967
87 1 152.847065 50.172443 10.671877
88 1 157.916518 56.867516 29.241696
89 1 158.189803 57.466554 24.897581
90 1 152.063840 65.871004 24.523836
91 1 145.495254 69.519767 23.032260
92 1 144.781166 82.485579 26.485703
93 1 146.165288 75.795761 26.084509
94 1 148.121834 64.258336 25.670659
95 1 148.772320 68.664272 26.198733
96 1 142.402743 75.794906 18.606471
97 1 142.231759 82.389975 21.211404
98 1 137.573830 104.629135 26.386162
99 1 148.569595 91.996360 25.631414
