# time identity distance inter intra
0 1 123.879455 121.250005 9.487643
1 1 127.766786 123.074971 12.007512
2 1 125.917220 114.445640 8.424761
3 1 126.733558 120.469096 10.087588
4 1 124.235300 125.172163 6.517624
5 1 120.356335 120.042302 7.870197
6 1 124.470637 121.774076 12.689610
7 1 121.811657 143.510062 13.388329
8 1 122.425158 138.168396 7.603682
9 1 117.604840 136.308754 8.317340
10 1 117.652652 132.770325 7.861380
11 1 119.725401 127.689230 7.711346
12 1 128.415458 109.538854 7.469655
13 1 132.045563 114.723401 9.703701
14 1 138.266158 101.266284 8.181417
15 1 135.856441 102.324644 8.816355
16 1 130.423530 98.342389 9.860856
17 1 135.596163 115.913849 11.074267
18 1 128.994933 115.806248 10.743250
19 1 137.916570 109.160755 11.526956
20 1 134.940380 117.023993 15.238819
21 1 136.863647 96.746520 13.611769
22 1 141.168728 94.737026 10.317236
23 1 135.251177 112.491422 12.829497
24 1 144.999406 87.997102 11.772425
25 1 146.543467 108.223964 12.266973
26 1 146.512233 104.835106 13.561603
27 1 152.808468 95.663188 12.848949
28 1 152.914693 101.090326 15.308040
29 1 149.979606 118.850781 16.136600
30 1 150.754281 99.984599 13.978625
31 1 153.407588 114.136969 14.656924
32 1 151.245151 112.071965 18.370974
33 1 160.691967 91.734887 14.001608
34 1 164.180037 78.773612 10.607192
35 1 163.241076 81.412282 11.565036
36 1 168.575981 84.200661 14.094555
37 1 166.532763 91.133019 16.635710
38 1 154.954133 108.508948 17.817560
39 1 155.763236 100.852128 20.081044
40 1 154.903259 81.744903 21.400592
41 1 151.545264 85.171854 22.193046
42 1 149.149870 102.683806 28.822316
43 1 154.935328 68.118878 29.114522
44 1 146.179866 112.678618 23.934075
45 1 144.064323 117.895445 31.147100
46 1 146.620844 101.822144 24.411963
47 1 150.962383 92.629893 20.499504
48 1 159.488891 88.343947 17.772687
49 1 155.021796 92.740325 22.438603
50 1 153.450703 79.636824 25.331908
51 1 154.797044 83.082308 23.663117
52 1 149.601313 94.662526 29.001470
53 1 144.742252 103.557983 24.285571
54 1 150.281109 74.895594 19.404739
55 1 156.418985 86.325313 21.384236
56 1 155.434505 80.804620 34.627573
57 1 147.418108 94.405854 36.355286
58 1 135.129786 112.869559 28.511288
59 1 145.008608 94.234845 18.126572
60 1 151.192128 94.998102 20.755991
61 1 147.135228 102.226994 21.798669
62 1 144.766177 102.681572 24.441260
63 1 145.997739 93.821654 22.292758
64 1 149.594662 85.814764 25.972963
65 1 157.140739 71.970065 22.072022
66 1 160.571121 77.995666 25.797234
67 1 168.547044 65.988769 14.092695
68 1 172.524665 71.772495 11.896794
69 1 177.020490 50.062835 18.130316
70 1 172.791705 59.161926 16.779144
71 1 175.865127 45.064702 17.943310
72 1 177.523567 57.740334 22.151114
73 1 170.915165 73.126525 18.344725
74 1 173.456236 73.582420 23.155114
75 1 177.773266 43.851328 24.505908
76 1 170.416970 57.258504 30.516699
77 1 165.256556 75.250734 34.686696
78 1 166.462296 69.314918 22.452023
79 1 170.280867 71.916340 30.883565
80 1 177.950794 57.329586 31.120268
81 1 167.471714 87.449614 27.172053
82 1 164.918156 87.545939 26.527401
83 1 171.501921 57.011465 32.658663
84 1 177.024653 48.068050 29.196875
85 1 172.915674 57.791498 34.173052
86 1 174.289342 58.401634 34.209794
87 1 171.562932 57.623189 31.322760
88 1 163.596048 66.211582 30.754854
89 1 162.008320 80.750215 28.548295
90 1 159.000274 94.494259 20.420970
91 1 163.250245 79.084147 18.168222
92 1 163.316856 69.714349 14.139628
93 1 171.076514 56.692769 17.893925
94 1 170.417350 54.617985 21.848551
95 1 165.728975 71.888890 29.953548
96 1 158.705237 75.325248 26.344996
97 1 157.230243 92.196195 30.560933
98 1 155.074455 93.605625 33.820702
99 1 159.295018 63.564664 34.393988
100 1 161.249202 69.182536 27.224723
101 1 162.064744 67.773716 29.801591
102 1 157.366890 90.635890 26.039944
103 1 167.402470 58.344989 14.177570
104 1 160.015790 69.656687 15.147390
105 1 162.642187 78.480204 18.065346
106 1 161.173874 77.338365 11.258494
107 1 158.155048 78.788625 20.898307
108 1 158.539635 72.446798 25.297436
109 1 156.924495 76.949927 24.756724
110 1 163.154755 64.908415 16.354549
111 1 162.958378 52.433133 18.812685
112 1 169.075494 56.391464 23.464674
113 1 174.184868 47.339041 17.503411
114 1 165.124796 67.179106 18.710424
115 1 171.765143 46.791006 20.035522
116 1 166.775742 62.237875 25.770513
117 1 165.942535 59.992908 23.296790
118 1 163.681867 65.905679 22.863054
119 1 174.689912 48.001208 12.989853
120 1 175.156092 59.754545 20.923604
121 1 169.029700 71.418960 11.538326
122 1 172.454174 54.314714 11.498502
123 1 169.494810 59.673834 16.811355
124 1 169.522133 58.016743 15.204696
125 1 155.840624 76.062925 15.372530
126 1 156.644967 76.589308 17.090416
127 1 152.207764 78.264990 20.186872
128 1 149.567651 80.686568 15.877322
129 1 143.265014 102.584381 19.000398
130 1 149.027640 95.692048 16.693076
131 1 146.958588 107.709152 16.853940
132 1 149.441720 100.564525 14.256866
133 1 143.267319 110.249555 18.788877
134 1 137.063167 121.374063 21.936320
135 1 146.279605 113.528876 12.745661
136 1 146.496771 102.320539 10.952026
137 1 154.094265 89.839053 9.810600
138 1 158.831998 78.988215 6.133732
139 1 160.083102 87.852676 9.268264
140 1 152.953349 99.036861 15.036431
141 1 153.243702 111.604229 16.065361
142 1 156.107711 115.015613 23.856492
143 1 154.637707 109.165374 19.141565
144 1 143.797475 123.354421 16.187108
145 1 146.651875 102.592535 18.723225
146 1 150.448024 86.212909 22.313936
147 1 150.911620 101.221650 17.456490
148 1 142.001653 116.098840 21.595977
149 1 144.457195 114.743458 18.166746
150 1 143.199508 108.657707 11.994213
151 1 143.328440 117.117494 16.288750
152 1 140.354908 112.490896 10.838903
153 1 146.738514 100.712921 15.915279
154 1 156.205368 91.221296 15.550757
155 1 154.426273 91.542529 21.708468
156 1 154.306071 97.721101 21.320617
157 1 154.301100 108.794609 18.265460
158 1 157.580274 96.668027 19.677234
159 1 160.169001 87.924935 13.788072
160 1 153.740108 99.841604 16.562047
161 1 153.224699 102.106386 16.222866
162 1 161.621629 88.645400 19.765382
163 1 163.416722 75.858979 36.121348
164 1 170.040559 72.476056 29.386971
165 1 179.741281 57.184406 27.027947
166 1 177.367397 73.769875 15.702510
167 1 184.391296 62.208151 25.372320
168 1 181.806831 66.207640 22.714088
169 1 179.906188 79.050270 27.308464
170 1 178.155590 67.249813 24.956306
171 1 182.374145 64.713732 22.092864
172 1 188.118308 53.851219 20.541602
173 1 179.805305 55.955055 19.540970
174 1 177.799088 68.577831 22.736751
175 1 168.748675 66.266603 20.510773
176 1 170.565382 60.517881 21.259108
177 1 164.072551 82.119804 23.591153
178 1 162.526164 77.621154 21.183446
179 1 177.286833 59.859112 15.468739
180 1 169.037926 80.825736 16.082453
181 1 164.409084 90.032478 18.399728
182 1 171.707753 80.941594 18.235827
183 1 169.774465 80.146537 22.616238
184 1 168.824078 65.378818 25.423057
185 1 166.043987 64.599684 20.677934
186 1 172.585361 71.547796 20.764130
187 1 165.063595 74.335946 27.551675
188 1 161.510940 77.349427 17.723810
189 1 161.678806 82.969783 32.494359
190 1 164.664809 84.040412 32.420063
191 1 161.929480 102.495741 27.178676
192 1 155.350702 119.654912 31.209927
193 1 150.303753 120.622847 26.490098
194 1 157.809260 75.781990 32.439056
195 1 165.927881 82.015151 29.275023
196 1 165.638258 80.507803 33.896580
