# time identity distance inter intra
0 1 38.019579 160.818274 13.297182
1 1 41.925176 151.180233 17.377210
2 1 40.298865 157.933293 19.358398
3 1 43.381999 143.575432 17.877196
4 1 40.152284 161.249183 20.940861
5 1 43.896574 146.110038 21.066518
6 1 35.801215 146.916072 24.018017
7 1 33.434328 126.773034 23.205736
8 1 32.873533 145.967182 30.618970
9 1 38.431705 144.322733 24.270175
10 1 41.620659 147.532594 18.829253
11 1 44.014541 158.234157 19.899421
12 1 40.577445 142.872535 18.306137
13 1 43.681011 141.634461 18.564277
14 1 47.319850 138.931887 18.264166
15 1 44.346740 141.046624 20.405521
16 1 44.916209 148.520791 16.201410
17 1 45.836911 138.382116 19.247852
18 1 38.170062 158.062324 21.917712
19 1 37.683610 146.445926 18.683323
20 1 41.869141 150.446851 16.556645
21 1 46.605191 154.293414 17.070614
22 1 42.037019 157.679055 18.635481
23 1 35.886178 151.781899 18.547177
24 1 41.014383 154.064280 15.857195
25 1 41.084761 138.075475 13.856712
26 1 40.412346 146.748105 10.892340
27 1 47.862260 163.227828 8.748711
28 1 49.494506 150.582290 10.837046
29 1 52.032609 140.795872 12.557904
30 1 54.541894 128.447781 12.267925
31 1 56.489922 142.227761 13.320838
32 1 60.743625 149.236247 17.524597
33 1 68.459467 135.364162 19.497122
34 1 69.541901 145.329468 16.982336
35 1 74.639072 142.361842 15.920085
36 1 70.490839 164.661200 18.437532
37 1 69.205909 160.356903 18.581005
38 1 69.087383 160.716446 18.045833
39 1 62.751722 161.086306 21.269103
40 1 66.592609 147.330041 15.008517
41 1 61.987611 149.529146 16.164173
42 1 56.939850 167.639197 18.401751
43 1 56.151570 162.154440 16.721266
44 1 55.063105 155.567291 21.847198
45 1 65.778591 158.737587 21.914697
46 1 70.621720 143.947584 25.137560
47 1 71.442903 140.998538 24.276109
48 1 74.659957 140.311924 20.429441
49 1 77.032846 142.096846 22.522556
50 1 68.089948 156.212129 24.531414
51 1 76.202945 147.343382 19.688216
52 1 70.325501 157.337904 14.399063
